,Id,Expected,Rooms,SqrMeters,Floor,Location
1404,1405,220000,2,47.0,7,Poznań Wilda Dębiec ul. Rejon Łozowej
1405,1406,399000,3,86.0,1,Poznań Stary Rynek ul. Wielka
1406,1407,285000,1,34.0,2,Poznań Łazarz ul. Grottgera 15/20
1407,1408,403979,4,70.4,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm
1408,1409,484132,4,77.96,6,Poznań Winogrady ul. Hawelańska
1409,1410,260000,2,46.0,1,Poznań Piątkowo ul. Hulewiczów
1410,1411,310401,3,52.03,1,Poznań Winogrady ul. Hawelańska
1411,1412,175000,1,31.0,10,Poznań Poznań-Grunwald ul. Galileusza
1412,1413,275000,3,53.0,4,Poznań Winogrady Stare Miasto ul. Os. Przyjaźni
1413,1414,418000,3,78.0,2,Poznań Jeżyce ul. Bukowska
1414,1415,265000,2,45.0,4,Poznań Sołacz Jeżyce Centrum ul. Wojska Polskiego
1415,1416,328943,2,46.33,1,Poznań Stare Miasto ul. Śródka Ostrówek
1416,1417,227896,2,37.36,5,Poznań Wilda ul. Rolna 37 I 39
1417,1418,214000,2,38.0,1,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Przyjaźni
1418,1419,279000,3,45.5,1,Poznań Grunwald ul. Poranek
1419,1420,310208,2,48.47,6,Poznań Piątkowo ul. Kurpińskiego
1420,1421,215000,2,38.0,1,Poznań Winogrady Piątkowo ul. Os. Kosmonautów
1421,1422,330000,3,57.0,8,Poznań Jeżyce
1422,1423,439000,3,77.0,1,Poznań Szczepankowo ul. Agrestowa Jagodowa Szczepankowo
1423,1424,460000,2,51.4,3,Poznań Polanka ul. Katowicka
1424,1425,1100000,3,257.0,1,Poznań Jeżyce ul. Reja
1425,1426,420000,2,57.5,2,Poznań Nowe Miasto ul. Milczańska
1426,1427,346500,3,66.0,1,Poznań Rataje ul. Bnińska
1427,1428,410000,3,84.0,3,Poznań Wilda
1428,1429,105000,1,20.0,4,Poznań Centrum ul. Pl. Bernardyński
1429,1430,190000,2,37.5,1,Poznań Grunwald Plewiska ul. Szałwiowa
1430,1431,289000,2,56.0,2,Poznań Centrum
1431,1432,310000,2,70.2,3,Poznań Jeżyce Grunwald Łazarz ul. Reja
1432,1433,465000,3,80.0,3,Poznań Piątkowo
1433,1434,395000,2,54.0,5,Poznań Stare Miasto Centrum ul. Ks.Mieszka I Ul.
1434,1435,804100,2,73.1,1,Poznań Łazarz Grunwald ul. Wojskowa
1435,1436,264600,2,44.7,3,Poznań Grunwald ul. Bosa
1436,1437,240000,2,40.0,5,Poznań Wilda Łazarz Centrum ul. Jerzego Św.
1437,1438,499000,4,112.0,1,Poznań Winogrady ul. Pasieka
1438,1439,220000,2,37.0,3,Poznań Grunwald Centrum ul. Bukowska
1439,1440,243000,2,38.0,2,Poznań Winogrady ul. Os. Przyjaźni
1440,1441,254000,2,44.0,2,Poznań Grunwald
1441,1442,365000,4,71.3,4,Poznań Rataje ul. Os. Czecha
1442,1443,236619,1,38.79,1,Poznań Piątkowo ul. Kurpińskiego
1443,1444,229000,2,41.0,4,Poznań Centrum ul. Młyńska
1444,1445,433851,3,71.25,4,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm
1445,1446,259000,2,47.0,14,Poznań Piątkowo Winogrady Sołacz ul. Chrobrego Os.
1446,1447,337608,3,52.0,2,Poznań Stare Miasto Centrum ul. Strzelecka Półwiejska
1447,1448,872100,4,103.0,1,Poznań Stare Miasto Centrum Wilda ul. Maratońska Łęgi Dębińskie
1448,1449,259000,3,53.0,3,Poznań Winiary Winogrady Sołacz ul. Michałowska Szydłowska Piątkowska
1449,1450,390000,3,76.0,2,Poznań Łazarz Wilda Jeżyce Centrum ul. Keliera Ul.
1450,1451,240000,2,49.0,5,Poznań Rataje ul. Unii Lubelskiej
1451,1452,239000,3,52.8,3,Poznań ul. Os. Przyjaźni
1452,1453,410000,3,90.43,1,Poznań Jeżyce ul. Wzlotowa
1453,1454,419000,4,80.0,1,Poznań Piątkowo ul. Os. Stefana Batorego
1454,1455,1300000,3,130.0,2,Poznań Centrum Rataje ul. Mostowa Falowiec Wstęga Warty
1455,1456,259000,2,49.0,8,Poznań Piątkowo ul. Oś.Bolesława Śmiałego
1456,1457,473333,4,81.92,1,Poznań Grunwald ul. Kamiennogórska
1457,1458,312442,3,51.22,7,Poznań Winogrady ul. Lechicka Okolice
1458,1459,305000,3,65.0,3,Poznań Stare Miasto ul. Os. Kosmonautów
1459,1460,260000,3,60.0,4,Poznań Poznań-Grunwald
1460,1461,444000,4,104.03,1,Poznań Wilda ul. Żupańskiego
1461,1462,499000,4,74.0,2,Poznań Strzeszyn
1462,1463,530000,3,96.6,2,Poznań ul. Limanowskiego
1463,1464,460000,3,66.09,5,Poznań Wilda ul. Pamiątkowa
1464,1465,210000,3,56.5,1,Poznań Głuszyna
1465,1466,300000,3,70.0,1,Poznań Rataje ul. Małachowskiego Tomickiego Śródka
1466,1467,194000,1,36.1,1,Poznań Grunwald Łazarz ul. Parkowa
1467,1468,400000,4,100.0,1,Poznań Jeżyce Centrum ul. Dąbrowskiego Polna
1468,1469,185000,2,34.0,1,Poznań ul. Wołkowyska
1469,1470,202283,2,33.38,5,Poznań Nowe Miasto ul. Smolna 13 D
1470,1471,250000,2,40.0,11,Poznań Centrum
1471,1472,295000,3,64.73,4,Poznań Wilda ul. Świętego Jerzego 28 Czerwca Wierzbięcice
1472,1473,215000,1,34.4,4,Poznań Winogrady ul. Wilczak Wysoki Standard 2006r Winda
1473,1474,539000,3,70.0,1,Poznań Nowe Miasto ul. Wilczak
1474,1475,351000,3,62.0,1,Poznań-Grunwald
1475,1476,265000,1,34.0,3,Poznań Piekary ul. Piekary
1476,1477,399000,3,80.0,1,Poznań Piatkowo Winogrady Naramowice Sołacz Wini ul. Stefana Batorego
1477,1478,210000,2,49.65,1,Poznań Grunwald ul. Plewiska
1478,1479,414000,3,74.0,10,Poznań Grunwald Górczyn
1479,1480,430000,3,86.5,1,Poznań Poznań-Wilda ul. Wierzbięcice
1480,1481,433840,3,63.8,3,Poznań Nowe Miasto ul. Mogileńska
1481,1482,334068,3,54.32,5,Poznań Winogrady ul. Hawelańska
1482,1483,409500,2,55.0,1,Poznań Grunwald ul. Stary Grunwald
1483,1484,560000,3,68.0,5,Poznań Centrum ul. Kazimierza Wielkiego Galileo
1484,1485,240000,2,46.0,1,Poznań Stare Miasto ul. Plewiska
1485,1486,265000,3,52.8,1,Poznań Winogrady ul. Wichrowe Wzgóze
1486,1487,360420,3,60.07,4,Poznań Wilda ul. Rolna 37 I 39
1487,1488,487000,3,67.49,3,Poznań Grunwald
1488,1489,325625,2,55.0,2,Poznań Grunwald ul. Kamiennogórska
1489,1490,210000,3,54.0,1,Poznań Nowe Miasto
1490,1491,249318,2,43.74,1,Poznań ul. Karpia 25
1491,1492,100000,1,28.0,1,Poznań Wilda ul. Fabryczna
1492,1493,308611,3,51.73,6,Poznań Winogrady ul. Hawelańska
1493,1494,239000,2,41.0,1,Poznań Nowe Miasto ul. Gnieźnieńska 3
1494,1495,299000,3,56.1,8,Poznań Rataje ul. Osiedle Oświecenia
1495,1496,265000,2,47.0,15,Poznań Winogrady Piątkowo Sołacz Naramowice ul. Zwycięstwa
1496,1497,560772,3,75.78,3,Poznań Wilda
1497,1498,269000,3,56.0,10,Poznań Grunwald ul. Galileusza
1498,1499,299000,2,44.3,3,Poznań Wilda ul. Dolna Wilda
1499,1500,265000,2,50.0,1,Poznań ul. Keplera
1500,1501,185000,2,37.0,10,Poznań Łazarz ul. Głogowska
1501,1502,207000,3,69.1,1,Poznań Okolice Pobiedziska ul. Gen. Kutrzeby
1502,1503,439000,3,73.8,2,Poznań Piątkowo Os. St. Batorego ul. Os. St. Batorego / Nowe Batorego
1503,1504,250000,3,49.0,15,Poznań Rataje Centrum Sródka ul. Tysiaclecia Os.
1504,1505,240000,2,53.0,1,Poznań Górczyn ul. Okolice Jarachowskiego
1505,1506,259000,2,49.0,8,Poznań Piątkowo
1506,1507,238000,2,38.0,1,Poznań Rataje Centrum ul. Piastowskie Os.
1507,1508,290575,2,49.25,1,Poznań Winogrady ul. Hawelańska
1508,1509,295000,3,66.0,4,Poznań Wilda ul. Wilda
1509,1510,335000,2,52.9,1,Poznań Naramowice ul. Rubież
1510,1511,265899,2,43.59,5,Poznań Wilda ul. Rolna 37 I 39
1511,1512,339000,3,64.0,4,Poznań Rataje ul. Os.Armii Krajowej
1512,1513,205563,2,32.89,6,Poznań Winogrady ul. Hawelańska
1513,1514,200000,3,60.0,2,Poznań Komorniki ul. Spłódzielcze Os.
1514,1515,648000,3,104.0,5,Poznań Jeżyce
1515,1516,350000,4,74.0,4,Poznań ul. Os. B.Chrobrego
1516,1517,344000,3,62.5,1,Poznań Wilda
1517,1518,330000,2,47.4,2,Poznań Podolany ul. Zakopiańska
1518,1519,513500,4,90.0,1,Poznań Poznań-Grunwald ul. Jana Matejki
1519,1520,408456,3,65.88,1,Poznań Winogrady ul. Lechicka Okolice
1520,1521,163080,2,45.3,2,Poznań Centrum ul. Długa
1521,1522,246000,2,50.0,10,Poznań ul. Os. Armii Krajowej
1522,1523,222000,2,44.0,4,Poznań Grunwald Grunwald ul. Grochowska
1523,1524,319000,2,48.0,2,Poznań Naramowice Umultowo ul. Luksusowy Apartament
1524,1525,599000,4,131.0,2,Poznań Grunwald ul. Jana Matejki
1525,1526,179000,1,30.0,4,Poznań Stare Miasto ul. Zmartwychstańców
1526,1527,229000,1,35.0,2,Poznań Wilda
1527,1528,235000,3,67.36,3,Poznań Ogrody Jeżyce Wola Grunwald ul. Przybyszewskiego
1528,1529,243965,2,41.35,1,Poznań Winogrady ul. Hawelańska
1529,1530,350000,4,64.0,1,Poznan Stare Miasto ul. Szarych Szeregów
1530,1531,320000,2,50.0,1,Poznań Ogrody ul. Nowy Świat
1531,1532,380000,2,41.11,1,Poznań Nowe Miasto Rataje ul. Arcybiskupa Walentego Dymka
1532,1533,320000,3,62.0,3,Poznań Piątkowo/Winogrady ul. Sobieskiego
1533,1534,249000,2,48.0,3,Poznań Wilda Łazarz Centrum Grunwald Dębiec ul. Azaliowa - Polecam!!!
1534,1535,405769,3,69.14,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm
1535,1536,363447,2,57.69,1,Poznań Górczyn ul. Knapowskiego
1536,1537,344135,2,62.57,2,Poznań Piątkowo ul. Kurpińskiego
1537,1538,206000,2,38.0,2,Poznań Rataje ul. Os. Piastowskie 89
1538,1539,184800,2,33.7,4,Poznań Sołacz ul. Źródlana
1539,1540,268758,2,42.66,4,Poznań Piątkowo ul. Kurpińskiego
1540,1541,230000,2,50.0,7,Poznań Rataje Śródka Centrum Łazarz Wilda Zawady ul. Piastowskie - Ładny Układ!!!
1541,1542,146000,1,31.0,1,Poznań Głuszyna ul. Sypniewo
1542,1543,389999,2,66.0,1,Poznań Grunwald
1543,1544,277326,2,44.02,4,Poznań Piątkowo ul. Kurpińskiego
1544,1545,245000,2,38.0,3,Poznań Grunwald Jeżyce Łazarz ul. Jarochowskiego
1545,1546,315000,2,46.5,3,Poznań Piątkowo ul. Hulewiczów
1546,1547,550000,2,63.73,1,Poznań Centrum ul. Garbary Centrum Chwaliszewo Garbary
1547,1548,301444,2,48.62,2,Poznań Piątkowo ul. Kurpińskiego
1548,1549,193551,2,48.4,2,Poznań Centrum ul. Długa
1549,1550,182000,2,38.0,6,Poznań Winogrady Piątkowo Sołacz ul. Pod Lipami
1550,1551,239568,1,38.64,3,Poznań Winogrady ul. Hawelańska Lechicka
1551,1552,199000,1,31.5,2,Poznań Nowe Miasto ul. Folwarczna
1552,1553,320000,2,50.5,4,Poznań Centrum
1553,1554,359000,3,82.0,1,Poznań Łazarz Grunwald Centrum ul. Małeckiego
1554,1555,385825,2,63.25,5,Poznań Piątkowo ul. Kurpińskiego
1555,1556,310000,4,74.9,4,Poznań Winiary ul. Os. Winiary
1556,1557,269000,2,50.0,4,Poznań Wilda
1557,1558,247355,2,40.55,3,Poznań Winogrady ul. Hawelańska
1558,1559,460000,4,80.0,2,Poznań Centrum ul. Rybaki
1559,1560,356014,3,62.9,2,Poznań Nowe Miasto ul. Smolna 13 D
1560,1561,259000,2,49.0,8,Poznań Piątkowo Winogrady Sołacz ul. Śmiałego Os.
1561,1562,149000,1,28.0,3,Poznań Dębiec
1562,1563,369000,3,64.0,1,Poznań Naramowice
1563,1564,314875,2,54.7,2,Poznań Grunwald ul. Kamiennogórska
1564,1565,593047,1,120.0,1,Poznań Centrum
1565,1566,215000,1,34.4,4,Poznań Winogrady
1566,1567,480000,2,60.7,6,Poznań Rataje ul. Piastowskie
1567,1568,219900,2,46.9,3,Poznań Luboń ul. Osiedlowa
1568,1569,229000,3,38.0,4,Poznań Piątkowo Podolany Winogrady ul. Os. Zygmunta Starego
1569,1570,525000,4,92.5,2,Poznań Poznań-Grunwald ul. Jana Matejki
1570,1571,177000,1,35.9,1,Poznań Grunwald ul. Knapowskiego
1571,1572,539000,4,83.0,1,Poznań Suchy Las Piątkowo Podolany Strzeszyn Naramowice ul. Z Ogródkiem!!!
1572,1573,235000,2,44.0,2,Poznań Grunwald ul. Poranek
1573,1574,280462,2,46.9,5,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak
1574,1575,259000,2,51.4,3,Poznań Dębiec ul. Limbowa
1575,1576,525000,3,72.0,5,Poznań Rataje ul. Katowicka
1576,1577,299000,3,59.0,1,Poznań Piątkowo Naramowice ul. Os. Łokietka
1577,1578,202274,2,32.89,4,Poznań Winogrady ul. Hawelańska
1578,1579,370000,4,74.0,1,Poznań Grunwald
1579,1580,219857,2,36.34,2,Poznań Winogrady ul. Hawelańska
1580,1581,433818,4,68.86,4,Poznań Winogrady ul. Hawelańska
1581,1582,405000,3,78.63,4,Poznań ul. Ul. Milczańska 1
1582,1583,332878,2,53.69,3,Poznań Górczyn ul. Knapowskiego
1583,1584,309000,1,36.25,1,Poznań
1584,1585,419000,4,80.0,1,Poznań ul. Os. Stefana Batorego
1585,1586,293999,2,60.0,1,Poznań Centrum Stare Miasto ul. Kantaka
1586,1587,560000,3,105.0,2,Poznań Centrum
1587,1588,660000,3,80.0,2,Poznań Winogrady Cytadela ul. Serbska Wilczak Komfort!
1588,1589,215000,1,35.0,4,Poznań Stare Miasto Centrum Winogrady ul. Stare Miasto
1589,1590,279000,3,64.0,4,Poznań Grunwald ul. Międzyborska
1590,1591,239568,1,38.64,3,Poznań Winogrady ul. Hawelańska
1591,1592,1100000,3,78.0,1,Poznań Centrum Stare Miasto ul. Okol.Browaru Luks.Apartament Nad Wartą
1592,1593,433818,4,68.86,3,Poznań Winogrady ul. Hawelańska
1593,1594,485000,3,67.06,3,Poznań Naramowice ul. Karpia 17a
1594,1595,299000,3,59.0,4,Poznań Rataje ul. Os. Lecha
1595,1596,280143,2,45.91,4,Poznań Winogrady ul. Hawelańska
1596,1597,267000,3,49.5,9,Poznań Grunwald ul. Dmowskiego
1597,1598,244860,2,46.2,1,Poznań Rataje ul. Bnińska
1598,1599,265000,3,62.7,3,Poznań Grunwald Kopernika Górczyn Łazarz Ogrody ul. Jugosłowiańska
1599,1600,260000,2,43.0,2,Poznań Grunwald ul. Kuźnicza
1600,1601,199000,1,23.0,2,Poznań Stare Miasto
1601,1602,269990,2,49.9,3,Poznań Grunwald Górczyn ul. Głogowska
1602,1603,390000,4,130.0,1,Poznań Wilda ul. Wybickiego 28 Czerwca
1603,1604,290000,3,47.0,2,Poznań Rataje ul. Oświecenia
1604,1605,690000,2,121.0,1,Poznań Rataje ul. Rataje Centrum Serafitek Św. Rocha
1605,1606,474304,3,74.0,1,Poznań Grunwald ul. Heweliusza Palacza
1606,1607,378693,3,60.11,1,Poznań Jeżyce ul. Poznańska 1-3
1607,1608,340000,3,52.0,1,Poznań Stare Miasto
1608,1609,699000,4,88.0,6,Poznań Centrum ul. Garbary
1609,1610,199000,2,36.0,3,Poznań Jeżyce ul. Szamarzewskiego
1610,1611,229000,2,45.2,3,Poznań Grunwald Dobra Lokalizacja ! ul. Edmunda Taczanowskiego
1611,1612,299000,2,64.0,1,Poznań Wilda ul. Kosińskiego 25/3
1612,1613,188500,1,29.0,2,Poznań Poznań-Grunwald ul. Jana Matejki
1613,1614,234000,2,40.0,3,Poznań Grunwald Górczyn Łazarz ul. Łukaszewicza
1614,1615,205000,2,36.0,4,Poznań Rataje Noewe Misato Centrum ul. Rzeczypospolitej
1615,1616,450000,4,122.55,3,Poznań Grunwald ul. Śniadeckich
1616,1617,259000,2,56.0,1,Poznań Komorniki Plewiska Luboń ul. Polna
1617,1618,339381,3,53.87,7,Poznań Winogrady ul. Hawelańska
1618,1619,354000,2,60.0,2,Poznań Grunwald ul. Matejki
1619,1620,210938,1,34.58,1,Poznań Winogrady ul. Hawelańska
1620,1621,159100,1,24.0,1,Poznań Rataje Nowe Miasto Śródka Chartowo Ja ul. Jagiellońskie
1621,1622,419000,2,57.8,1,Poznań Wilda ul. Robocza
1622,1623,275000,3,47.0,2,Poznań Winogrady Stare Miasto ul. Os. Zwycięstwa Mdm!
1623,1624,249000,2,50.0,3,Poznań Grunwald Łazarz ul. Chociszewskiego
1624,1625,165000,1,28.9,1,Poznań Łazarz ul. Łukaszewicza
1625,1626,343688,2,54.99,3,Poznań Poznań-Grunwald ul. Bosa
1626,1627,320000,2,46.0,3,Poznań Stare Miasto Piątkowo ul. Os. Stefana Batorego
1627,1628,180000,2,38.0,1,Poznań Grunwald ul. Marcelińska Bukowska Grochowska Rycerska
1628,1629,334724,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107
1629,1630,258000,2,52.5,3,Poznań Centrum ul. Ratajczaka
1630,1631,528092,4,81.7,1,Poznań Grunwald ul. Kamiennogórska
1631,1632,252135,1,38.79,7,Poznań Piątkowo ul. Kurpińskiego
1632,1633,450000,4,130.0,1,Poznań Wilda Dębiec Centrum ul. Rejon Ul. Rolnej
1633,1634,189000,1,29.0,1,Poznań Grunwald
1634,1635,329000,2,44.0,2,Poznań Grunwald Jeżyce Łazarz Wilda Centrum ul. Brzask
1635,1636,329000,3,70.1,3,Poznań Rataje ul. Os.Orła Białego
1636,1637,363133,3,59.53,5,Poznań Piątkowo ul. Kurpińskiego
1637,1638,525000,2,54.8,4,Poznań Grunwald ul. Matejki
1638,1639,730000,2,60.0,1,Poznań Grunwald ul. Stanisława Wyspiańskiego City Park Basen
1639,1640,652600,4,105.27,3,Poznań Wilda Centrum Stare Miasto ul. Stary Browar Okolice
1640,1641,205000,2,35.0,1,Poznań Grunwald
1641,1642,342840,2,57.14,1,Poznań ul. Filarecka 7
1642,1643,214581,1,36.25,1,Poznań Górczyn
1643,1644,203252,1,33.32,1,Poznań Winogrady ul. Hawelańska
1644,1645,250000,2,50.0,3,Poznań Grunwald ul. Jarochowskiego Reymonta Chociszewskiego
1645,1646,237000,2,37.0,1,Poznań Grunwald Ogrody Jeżyce Centrum ul. Bułgarska Ul.
1646,1647,199000,2,42.0,1,Poznań Grunwald Górczyn Łazarz ul. Jawornicka
1647,1648,310000,3,60.2,3,Poznań Piątkowo ul. Os. Stefana Batorego
1648,1649,300000,3,70.0,1,Poznań Jeżyce ul. Mylna
1649,1650,249000,2,48.9,2,Poznań Winiary ul. Piątkowska
1650,1651,299693,2,49.13,4,Poznań Winogrady ul. Hawelańska
1651,1652,259000,2,37.6,1,Poznań Grunwald ul. Wyspiańskiego
1652,1653,255000,2,49.0,10,Poznań Rataje Śródka Centrum Wilda Łazarz Zawady ul. Lecha - Polecam!!!
1653,1654,287799,2,59.12,1,Poznań Naramowice
1654,1655,425000,3,107.55,3,Poznań Stare Miasto Centrum
1655,1656,239000,2,49.0,9,Poznań ul. Os. Bolesława Chrobrego
1656,1657,278000,3,60.0,2,Poznań Starołęka Mała
1657,1658,238000,2,49.0,4,Poznań Rataje ul. Os.Armii Krajowej
1658,1659,335000,3,71.0,11,Poznań Piątkowo ul. Os. Bolesława Chrobrego
1659,1660,335000,3,58.0,1,Poznań Górna Wilda
1660,1661,215000,1,34.4,4,Poznań Stare Miasto Winogrady Naramowice ul. Wilczak
1661,1662,189500,2,45.0,2,Poznań Grunwald ul. Raszyńska
1662,1663,188500,1,29.0,2,Poznań Poznań-Grunwald ul. Jana Matejki
1663,1664,291648,2,47.04,5,Poznań Piątkowo ul. Kurpińskiego
1664,1665,329271,3,53.54,2,Poznań Winogrady ul. Hawelańska
1665,1666,323000,2,54.0,3,Poznań ul. Os. Władysława Jagiełły
1666,1667,246300,2,41.05,1,Poznań ul. Filarecka 7
1667,1668,380000,2,62.0,1,Poznań Grunwald ul. Głogowska
1668,1669,317819,3,55.66,2,Poznań Nowe Miasto ul. Smolna 13 D
1669,1670,423400,2,58.0,2,Poznań Wilda ul. Kosińskiego Perła
1670,1671,345000,3,60.0,4,Poznań Grunwald ul. Rycerska
1671,1672,777000,4,155.0,2,Poznań Grunwald ul. Siemiradzkiego
1672,1673,360000,3,51.3,2,Poznań Piątkowo ul. Stróżyńskiego
1673,1674,429000,5,100.0,11,Poznań Piątkowo Winogrady ul. Os. Jana Iii Sobieskiego- Cena Do Negocja
1674,1675,214092,2,37.56,1,Poznań Wilda ul. Rolna 37 I 39
1675,1676,218141,2,35.47,1,Poznań Winogrady ul. Hawelańska
1676,1677,340000,4,71.0,4,Poznań Grunwald
1677,1678,235582,2,38.62,2,Poznań Winogrady ul. Hawelańska
1678,1679,250000,2,49.0,10,Poznań Piątkowo ul. Os.Bol. Chrobrego
1679,1680,278951,2,47.16,2,Poznań Naramowice ul. Błażeja
1680,1681,162500,1,25.0,1,Poznań Grunwald
1681,1682,535000,3,68.0,4,Poznań Grunwald ul. Brzask
1682,1683,350000,3,77.0,9,Poznań Rataje Zawady Dębina Centrum ul. Rzeczypospolitej Os.
1683,1684,259000,2,50.0,1,Poznań Naramowice ul. Błażeja
1684,1685,317312,2,49.58,6,Poznań Piątkowo ul. Kurpińskiego
1685,1686,300514,2,48.47,2,Poznań Piątkowo ul. Kurpińskiego
1686,1687,198408,2,35.43,4,Poznań Centrum ul. Młyńska
1687,1688,274000,3,79.0,16,Poznań Rataje ul. Os.Armii Krajowej
1688,1689,479616,2,32.45,4,Poznań Stare Miasto ul. Dominikańska
1689,1690,417000,3,55.0,5,Poznań Rataje ul. Katowicka Polanka Milczańska
1690,1691,295000,2,58.1,3,Poznań Centrum
1691,1692,250000,2,40.0,2,Poznań Centrum
1692,1693,354600,3,59.1,5,Poznań Wilda ul. Rolna 37 I 39
1693,1694,289000,3,53.0,4,Poznań Grunwald
1694,1695,240000,2,42.62,3,Poznań Stare Miasto ul. Piaskowa
1695,1696,681119,3,45.73,4,Poznań Stare Miasto ul. Dominikańska
1696,1697,259000,2,62.5,1,Poznań Jeżyce
1697,1698,299730,3,61.4,1,Poznań Grunwald ul. Górczyn
1698,1699,467000,3,70.0,2,Poznań Grunwald Górczyn
1699,1700,383143,2,64.67,3,Poznań Piątkowo ul. Kurpińskiego
1700,1701,235000,2,38.0,4,Poznań Grunwald Łazarz Górczyn Centrum ul. Arciszewskiego
1701,1702,288000,2,51.32,3,Poznań Stare Miasto ul. Piaskowa
1702,1703,235000,2,46.0,2,Poznań Wilda ul. Prądzyńskiego
1703,1704,380000,3,98.3,1,Poznań Jeżyce Grunwald Łazarz ul. Głogowska
1704,1705,334769,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107
1705,1706,245000,3,48.0,3,Poznań Grunwald ul. Bułgarska
1706,1707,329271,3,53.54,1,Poznań Winogrady ul. Hawelańska
1707,1708,244647,2,39.78,4,Poznań Winogrady ul. Hawelańska
1708,1709,300200,2,37.68,1,Poznań Centrum ul. Okolice Starego Rynku
1709,1710,685563,2,119.88,5,Poznań Grunwald ul. Kamiennogórska
1710,1711,399000,2,62.0,1,Poznań Grunwald ul. Grunwald
1711,1712,268500,3,53.0,4,Poznań ul. Os. Przyjaźni
1712,1713,474725,4,81.4,3,Poznań Grunwald ul. Kamiennogórska
1713,1714,410000,3,67.0,1,Poznań Grunwald
1714,1715,221688,2,35.47,3,Poznań Winogrady ul. Hawelańska
1715,1716,229000,2,38.0,4,Poznań Grunwald ul. Jutrzenka
1716,1717,350000,2,92.0,1,Poznań Plewiska ul. Północna
1717,1718,339000,2,59.4,3,Poznań Naramowice ul. Naramowicka Jasna Rola Naramowice Os.
1718,1719,281728,2,44.02,5,Poznań Piątkowo ul. Kurpińskiego
1719,1720,233000,3,55.0,4,Poznań Wilda Łazarz Centrum ul. 28 Czerwca
1720,1721,163000,1,25.0,6,Poznań Rataje ul. Osiedle Piastowskie
1721,1722,215000,1,40.0,2,Poznań Grunwald ul. Sieradzka
1722,1723,160000,1,33.1,1,Poznań Grunwald Łazarz ul. Józefa Łukaszewicza
1723,1724,410000,3,89.0,2,Poznań Stare Miasto ul. Solna
1724,1725,338000,3,74.0,5,Poznań Piątkowo
1725,1726,350000,4,80.0,2,Poznań Rataje
1726,1727,299000,3,59.0,4,Poznań Rataje ul. Os. Lecha
1727,1728,149000,1,22.0,5,Poznań Ogrody ul. Szpitalna
1728,1729,265000,2,50.0,1,Poznań Grunwald ul. Os. Kopernika
1729,1730,338921,4,56.02,5,Poznań Winogrady ul. Hawelańska
1730,1731,375000,2,46.0,2,Poznań Centrum ul. Dąbrowskiego
1731,1732,230000,2,39.0,6,Poznań Grunwald
1732,1733,210000,2,45.0,2,Poznań Rataje ul. Os.Bohatrów Ii Wojny Światowej
1733,1734,299000,3,64.73,4,Poznań Wilda
1734,1735,448000,3,61.0,1,Poznań Naramowice ul. Błażeja Z Kominkiem
1735,1736,319000,2,42.11,1,Poznań Jeżyce ul. Polna
1736,1737,348367,3,61.01,2,Poznań Nowe Miasto ul. Smolna 13 D
1737,1738,284000,3,50.0,9,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego
1738,1739,210000,4,85.4,4,Poznań Głuszyna
1739,1740,245000,2,42.0,10,Poznań Rataje Malta Starołęka Chartowo Czech ul. Czecha
1740,1741,260000,2,43.0,2,Poznań Grunwald
1741,1742,306010,1,31.58,2,Poznań Stare Miasto ul. Dominikańska
1742,1743,210000,2,37.0,3,Poznań Grunwald ul. Bukowska
1743,1744,305000,3,53.0,3,Poznań Sołacz Piątkowo Winogrady ul. Przyjaźni Oś
1744,1745,298000,3,64.0,1,Poznań Grunwald Os. Kopernika
1745,1746,364000,3,77.2,9,Poznań Rataje ul. Os. Powstań Narodowych
1746,1747,300000,3,56.0,1,Poznań Poznań-Nowe Miasto ul. Os. Czecha
1747,1748,298000,3,48.0,4,Poznań Grunwald Górczyn Raszyn ul. Ul. Piotra Skargi
1748,1749,211000,2,46.89,1,Poznań Plewiska ul. Kozłowskiego Garaż
1749,1750,270208,2,42.22,6,Poznań Piątkowo ul. Kurpińskiego
1750,1751,495000,4,65.0,1,Poznań Stare Miasto ul. Garbary
1751,1752,260000,2,49.0,1,Poznań Winogrady ul. Owsiana 7
1752,1753,345000,3,74.71,1,Poznań Piątkowo ul. Os. Różany Potok
1753,1754,184500,2,35.43,4,Poznań Centrum ul. Młyńska
1754,1755,229000,1,35.0,3,Poznań Winogrady ul. Żniwna - Słoneczne Jasne Mieszkanie !
1755,1756,396272,4,69.23,2,Poznań Górczyn
1756,1757,299000,2,54.0,1,Poznań Naramowice Winogrady Piątkowo ul. 2006r. Winda Garaż Piwnica. Naramowice
1757,1758,214820,2,37.36,1,Poznań Wilda ul. Rolna 37 I 39
1758,1759,211043,1,39.0,3,Poznań Stare Miasto Centrum Garbary ul. Garbary Szyperska Piaskowa
